,Master file FC Long term transects monitoring,,,,,,,,,,,,,,,,,,,
,Transects in main campus (40),,,,,,,,,,,,,,,,,,,
,Transects on hill (10),,,,,,,,,,,,,,,,,,,
Sr. no,Date,Team,Transect number,Transect name,Species,GBH1 (cm),GBH2 (cm),GBH3 (cm),GBH4 (cm),GBH5 (cm),GBH6 (cm),GBH7 (cm),GBH8 (cm),GBH9 (cm),GBH10 (cm),GBH 11 (cm),GBH 12 (cm),Height (visual estimate),Remarks,Transect landmarks/remark
159,22-06-2018,"Ashish, Akshay, Snehangshu",27,Parking gate Holoptelia,Tecoma stans,9.1,6.5,6.3,29.9,,,,,,,,,4,,
160,22-06-2018,"Ashish, Akshay, Snehangshu",27,Parking gate Holoptelia,Santalum album,27.6,,,,,,,,,,,,4.5,,
161,22-06-2018,"Ashish, Akshay, Snehangshu",27,Parking gate Holoptelia,Santalum album,29.6,,,,,,,,,,,,5,,
162,22-06-2018,"Ashish, Akshay, Snehangshu",27,Parking gate Holoptelia,Tecoma stans,45.2,6.1,11.6,6.1,6,35.1,23.5,,,,,,5,,
163,22-06-2018,"Ashish, Akshay, Snehangshu",27,Parking gate Holoptelia,Tecoma stans,15.9,,,,,,,,,,,,4,,
164,22-06-2018,"Ashish, Akshay, Snehangshu",27,Parking gate Holoptelia,Tecoma stans,9.2,5,4.5,9,11,6,,,,,,,3.5,,
165,22-06-2018,"Ashish, Akshay, Snehangshu",27,Parking gate Holoptelia,Santalum album,6.4,6,,,,,,,,,,,3.5,,
166,22-06-2018,"Ashish, Akshay, Snehangshu",28,Ex Fergusson Association,Gliricidia sepium,54.1,,,,,,,,,,,,8,"saplings: Polyalthia (2), Ficus benjamina (4)",don’t take small Holoptelia near it
167,22-06-2018,"Ashish, Akshay, Snehangshu",28,Ex Fergusson Association,Manilkara zapota,41.9,,,,,,,,,,,,4,,
168,22-06-2018,"Ashish, Akshay, Snehangshu",28,Ex Fergusson Association,Ixora brachiata,29.8,,,,,,,,,,,,4,,
169,22-06-2018,"Ashish, Akshay, Snehangshu",28,Ex Fergusson Association,Dead (Caryota urens),75.1,,,,,,,,,,,,10,,
170,22-06-2018,"Ashish, Akshay, Snehangshu",28,Ex Fergusson Association,Dead (Caryota urens),113.9,,,,,,,,,,,,10,fallen on fence,don’t take beyond Caryota
171,22-06-2018,"Ashish, Akshay, Snehangshu",29,Main gate Anogeissus,Anogeissus serresius ,154.9,,,,,,,,,,,,12,,near red electricity box
172,22-06-2018,"Ashish, Akshay, Snehangshu",29,Main gate Anogeissus,Gliricidia sepium,34.8,,,,,,,,,,,,6,,
173,22-06-2018,"Ashish, Akshay, Snehangshu",29,Main gate Anogeissus,Dead (Mimusops elengii),20.1,,,,,,,,,,,,4,,
174,22-06-2018,"Ashish, Akshay, Snehangshu",29,Main gate Anogeissus,Hibiscus rosa-sinensis,6.9,7.2,8,,,,,,,,,,3,,
175,22-06-2018,"Ashish, Akshay, Snehangshu",29,Main gate Anogeissus,Bougainvillea,8.6,14.4,16.1,8,,,,,,,,,3,,
176,22-06-2018,"Ashish, Akshay, Snehangshu",29,Main gate Anogeissus,Hibiscus rosa-sinensis,11.5,6,,,,,,,,,,,3,,
177,22-06-2018,"Ashish, Akshay, Snehangshu",29,Main gate Anogeissus,Tecoma stans,6.9,,,,,,,,,,,,3,,
178,22-06-2018,"Ashish, Akshay, Snehangshu",29,Main gate Anogeissus,Leucaena leucocephala,24.1,,,,,,,,,,,,6,,
179,22-06-2018,"Ashish, Akshay, Snehangshu",29,Main gate Anogeissus,Gliricidia sepium,128.8,,,,,,,,,,,,10,,
180,22-06-2018,"Ashish, Akshay, Snehangshu",29,Main gate Anogeissus,Leucaena leucocephala,6,6.9,,,,,,,,,,,3.5,,don’t take big dead tree in main gate direction
